DOI,Year,Authors,Article Title,Source Title,Volume,Issue,Start Page,End Page,Keywords,Times cited,Affiliations,Abstract,Link,Source
,2012,"Agarwal G., Vijayvargy L.",Green supplier assessment in environmentally responsive supply chains through analytical network process,Lecture Notes in Engineering and Computer Science,2196,,1218,1223,And Optimization Model; Logistics; Supply Chain,13.0,"National Institute of Technology, Jaipur, 302017, India; Jaipuri Institute of Management, Jaipur, 302033, India","Suppliers' assessment is a critical function within supply chain management. Green supplier assessment is also necessary for sustainable supply chain management. The purpose of this paper is to present a methodology to evaluate suppliers using portfolio analysis based on the analytical network process (ANP) and environmental factors. Since environment protection has been concern to public in recent years, and the traditional supplier selection did not consider about this factor; therefore, this paper introduces green criteria into the framework of supplier selection criteria. The paper discerns various characteristics of the suppliers and also produces recommendations on supplier management for an exemplary case scenario. It also provides insight into the role of intangible factors in decisions related to supply chain. The methodology generates decision rules relating the various attributes to the performance outcomes.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867467015&partnerID=40&md5=ff97c1581cf0719c54778425fa13ac24,Scopus
,2018,"Aggour A., Moussaid A., El Hassan A.A.",Fast fashion assessment tool: A case study of a Moroccan apparel supply chain,International Journal of Supply Chain Management,7,5,213,220,Apparel supply chain; Assessment tool; Fashion retailers; Fast fashion; Morocco,,"Economic Sciences Department, Hassan II University, Km 9, Route El jadida, BP 8110, Oasis, Casablanca, Morocco","In order to increase their profit margins and international expansion, many international fashion brands implemented a new supply chain strategy named fast fashion. It aims to rapidly get the trendiest fashion clothes in the stores. Several Moroccan fashion retailers tried to copy the fast fashion business model in order to get a responsive supply chain and a high profit margin. Thus, they need a practical tool to ensure that they have properly implemented fast fashion elements. This paper develops an assessment tool using a maturity evaluation model. This assessment tool has been tested at a Moroccan fast fashion retailer. The pilot test adopted a qualitative research methodology using semi-structured interviews from a single retailer case operating in Moroccan apparel industry. The fast fashion assessment tool enables fashion retailers' managers to have a view of the implementation progression and to eventually locate problems and mobilise other tools and mechanisms to explore them. © ExcelingTech Pub, UK.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060877709&partnerID=40&md5=4cf475cd373b1a4520b6bf0ba9cafcb4,Scopus
10.1088/1757-899X/598/1/012060,2019,"Ahmad T.L., Susanty A.",House of Risk Approach for Assessing Supply Chain Risk Management of Material Procurement in Construction Industry,IOP Conference Series: Materials Science and Engineering,598,1,,,,,"Industrial Engineering Department, Faculty of Engineering, Diponegoro University Jl. Prof. H. Soedarto, SH., Semarang, 50275, Indonesia","The purpose of this study is to identify the potential risk events in material procurement supply chain and to arrange risk agents priority using House of Risk (HOR) approach where priority can be the basis to create mitigation strategies. The approach started with HOR Phase 1 by mapping supply chain activities using Supply Chain Operation Reference (SCOR) model and risk assessment. There are 30 risk events in supply chain are adapted from several previous studies, but after the preliminary studies by deep interview with the Manager and the Purchasing Supervisor of Accounting Division obtained 23 valid risk events with 17 risk agents. Using the Aggregate Risk Potential (ARP) values and Pareto 80:20 principle, obtained 3 selected risk agents needs immediate handling with mitigation strategies. HOR Phase 2 with the mitigation strategies arrangement will be performed in the further study. © Published under licence by IOP Publishing Ltd.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073219042&doi=10.1088%2f1757-899X%2f598%2f1%2f012060&partnerID=40&md5=31affe9fa2cd3aebed2dafd833a0d88b,Scopus
10.1108/IJOEM-12-2021-1830,2022,"Ahmed T., Karmaker C.L., Nasir S.B., Moktadir M.A.",Identifying and analysis of key flexible sustainable supply chain management strategies toward overcoming the post-COVID-19 impacts,International Journal of Emerging Markets,,,,,Bayesian-BWM; Emerging markets; Flexible strategies; Post-COVID; Supply chain sustainability,,"Department of Industrial and Production Engineering, Jashore University of Science and Technology, Jashore, Bangladesh; Department of Industrial and Production Engineering, Bangladesh University of Engineering and Technology, Dhaka, Bangladesh; Institute of Leather Engineering and Technology, Dhaka University, Dhaka, Bangladesh","Purpose: The emerging markets are facing a lot of risks and disruptions across their supply chains (SCs) due to the deadly coronavirus disease 2019 (COVID-19) pandemic. To mitigate the significant post-COVID-19 consequences, organizations should modify their existing strategies and focus more on the key flexible sustainable SC (SSC) strategies. Still now, a limited number of studies have highlighted about the flexible strategies what firms should adopt to reduce the rampant effects in the context of emerging markets. Design/methodology/approach: This study presents an integrated approach including Delphi method, Bayesian, and the Best-Worst-Method (BWM) to identify, assess and evaluate the importance of the key flexible SSC strategies for the footwear industry in the emerging market context. Findings: The results found the manufacturing flexibility through automation integration as the most important flexible SSC strategy to improve the flexibility and sustainability of modern SCs. Also, developing omni-channel distribution and retailing strategies and increasing the level of preparedness by using artificial intelligent are crucial strategies for overcoming the post-COVID-19 impacts. Originality/value: The novelty of this research is that the research connects a link among flexible strategies, SCs sustainability, and the impacts of the COVID-19 pandemic. Moreover, the research proposes a novel and intelligent framework based on Delphi and Bayesian-BWM to identify and analyze the key flexible SSC strategies to build up sustainable and robust SCs which can withstand in the post-COVID-19 world. © 2022, Emerald Publishing Limited.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130144234&doi=10.1108%2fIJOEM-12-2021-1830&partnerID=40&md5=f4f37b72a1b44fa982c142b7ae06bdeb,Scopus
10.1108/JM2-07-2018-0092,2019,"Ahmed W., Najmi A., Mustafa Y., Khan A.",Developing model to analyze factors affecting firms’ agility and competitive capability: A case of a volatile market,Journal of Modelling in Management,14,2,476,491,Flexibility; Learning; Modelling; Statistics; Supply chain management,22.0,"Department of Management Sciences, Iqra University, Karachi, Pakistan; Department of Management Sciences, Iqra University, Karachi, Pakistan and Faculty of Business and Accountancy, University of Malaya, Kuala Lumpur, Malaysia; Business School, University of Karachi, Karachi, Pakistan","Purpose: The purpose of this study was to investigate and explain the factors contributing to supply chain agility in service-oriented firms and therein to enhance competitive capabilities of the organization. The study has identified various variables from past studies that support firms in developing agile supply chain operations. Factors identified from prior studies are supply chain flexibility, supply chain visibility, supply chain responsiveness, supply chain speed and learning orientation, which were then empirically tested for further understanding. Design/methodology/approach: Using purposive sampling, a sample of 217 valid responses was gathered through structured questionnaire from supply chain practitioners working in various service industries of Pakistan. Partial least square-structural equation modeling was used for data analysis. Findings: The results of the study show that learning orientation and flexibility of the service firm highly complement the goal of achieving agility in their operations. Speed and visibility also have a major impact on developing agile supply chain. Moreover, supply chain agility has a significantly positive impact on competitive capabilities. Originality/value: This research is about investigating the operational agility of services sector, which is a one-off study especially in the context of developing and competitive market. This research will provide important insights into the context of dynamic capabilities view for policymakers and decision-makers who aim to develop their competitive strategies based on their operational agility. © 2019, Emerald Publishing Limited.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065162651&doi=10.1108%2fJM2-07-2018-0092&partnerID=40&md5=195a720739862b08d7bca5b9ddd0ac4e,Scopus
10.5267/j.uscm.2022.8.001,2022,"Aityassine F.L.Y., Soumadi M.M., Aldiabat B.F., Al-Shorman H.M., Akour I., Alshurideh M.T., Al-Hawary S.I.S.",The effect of supply chain resilience on supply chain performance of chemical industrial companies,Uncertain Supply Chain Management,10,4,1271,1278,Supply chain agility; Supply chain collaboration; Supply chain flexibility; Supply chain performance; Supply chain resilience,,"Department of Financial and Administrative Sciences, Irbid University College, Al-Balqa'Applied University, P.O. Box 1293, Irbid, Jordan; Department of Management information system, Faculty of Amman College, AL-Balqa Applied University, Jordan; Information systems Department, University of Sharjah, United Arab Emirates; Department of Marketing, School of Business, The University of Jordan, Amman, 11942, Jordan; Department of Business Administration, School of Business, Al al-Bayt University, P.O.BOX 130040, Mafraq, 25113, Jordan","The aim of this study is to identify the effect of supply chain resilience as measured by supply chain flexibility, supply chain collaboration, and supply chain agility on supply chain performance. A sample consisting of employees from chemical industrial companies in Jordan was selected to collect data using an electronic questionnaire. Analyzing data via SmartPLS 3.0, the results showed that supply chain collaboration and supply chain agility as key dimensions of supply chain resilience had significant effects on supply chain performance, while supply chain flexibility exerted insignificant effect on supply chain performance. Therefore, managers are recommended to improve their firms’ abilities to carry out effective work with partners and to enhance firms’ abilities to respond quickly to unpredictable changes. Scholars are also requested to conduct further studies such as investigating the effect of supply chain redundancy on supply chain performance. © 2022 Growing Science Ltd. All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137370038&doi=10.5267%2fj.uscm.2022.8.001&partnerID=40&md5=20439d41e7a5b490907c138f8e0ff63b,Scopus
10.1109/CSCI54926.2021.00353,2021,"Akhavan P., Rajabion L., Philsoophian M.",The Concept of Resilience in Supply Chain: A Grounded Theory Approach,"Proceedings - 2021 International Conference on Computational Science and Computational Intelligence, CSCI 2021",,,1881,1885,Grounded Theory; Supply Chain Management; Supply Chain Resilience,,"Qom University of Technology, Qom, Iran; Suny Empire State C, School of Graduate Studies, New York, United States; Malek Ashtar University of Technology, Tehran, Iran","Today, despite the fact that most of the supply chains have a suitable structure and high operative effectiveness, quick changes in the business environment, the high number of innovations, customer's expectations and requirements, increased communication between suppliers, manufacturers, and distributors all contribute to high levels of uncertainty, disruptions, chaotic behaviors, challenges and threats in supply changes. These unexpected risks and natural inevitable changes force supply chain management to adopt new and innovative approaches in order to deal better with risk-related disruptions.The resilient supply chain is one of these approaches. The goal of this study is to use the grounded theory method to investigate the concept of resilience and identify each of the resilience factors in supply chain studies. Adaptability, reversibility/recovery, versatility, reactivity, response to disruption, and the ability to continue working in difficult situations were identified as six main concepts for improving supply chain resilience as a result of analyses. This article will help researchers in their understanding of the concept of supply chain resilience and the factors that influence it. © 2021 IEEE.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133941760&doi=10.1109%2fCSCI54926.2021.00353&partnerID=40&md5=155aaede4e458962487fcd9f987044b5,Scopus
10.1109/CSCloud/EdgeCom.2019.00-14,2019,"Akinrolabu O., New S., Martin A.",Assessing the Security Risks of Multicloud SaaS Applications: A Real-World Case Study,"Proceedings - 6th IEEE International Conference on Cyber Security and Cloud Computing, CSCloud 2019 and 5th IEEE International Conference on Edge Computing and Scalable Cloud, EdgeCom 2019",,,81,88,Case study; Cloud; Quantitative Risk Assessment; SaaS; Supply chain; Transparency,4.0,"Department of Computer Science, University of Oxford, Oxford, United Kingdom; Sad Business School, University of Oxford, Oxford, United Kingdom","Cloud computing is widely believed to be the future of computing. It has grown from being a promising idea to one of the fastest research and development paradigms of the computing industry. However, security and privacy concerns represent a significant hindrance to the widespread adoption of cloud computing services. Likewise, the attributes of the cloud such as multi-tenancy, dynamic supply chain, limited visibility of security controls and system complexity, have exacerbated the challenge of assessing cloud risks. In this paper, we conduct a real-world case study to validate the use of a supply chaininclusive risk assessment model in assessing the risks of a multicloud SaaS application. Using the components of the Cloud Supply Chain Cyber Risk Assessment (CSCCRA) model, we show how the model enables cloud service providers (CSPs) to identify critical suppliers, map their supply chain, identify weak security spots within the chain, and analyse the risk of the SaaS application, while also presenting the value of the risk in monetary terms. A key novelty of the CSCCRA model is that it caters for the complexities involved in the delivery of SaaS applications and adapts to the dynamic nature of the cloud, enabling CSPs to conduct risk assessments at a higher frequency, in response to a change in the supply chain. © 2019 IEEE.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074131341&doi=10.1109%2fCSCloud%2fEdgeCom.2019.00-14&partnerID=40&md5=b6ddec7c8268d3557ce38c68501e82b1,Scopus
10.1080/13675567.2021.1893288,2022,"Al Naimi M., Faisal M.N., Sobh R., Bin Sabir L.",A systematic mapping review exploring 10 years of research on supply chain resilience and reconfiguration,International Journal of Logistics Research and Applications,25,8,1191,1218,enablers; supply chain reconfiguration; Supply chain resilience; systematic mapping,2.0,"College of Business & Economics, Qatar University, Doha, Qatar; Department of Management and Marketing, College of Business & Economics, Qatar University, Doha, Qatar; Department of Business Administration, Aligarh Muslim University, Aligarh, India","Supply chain resilience and reconfiguration are emerging disciplines that allow supply chains to recover from events and quickly return to normal or equilibrium levels of operations. This paper aims to provide a systematic mapping review to classify studies on supply chain resilience and reconfiguration. In total, 286 studies published between January 2009 and May 2019 were identified, of which 94 were selected for review. The analysis provided a number of thematic areas: descriptive view of the selected articles; geographical areas; type of research; research methods; and supply chain resilience enablers and reconfiguration characteristics. The major significance of this study is to provide an assessment of the state of existing knowledge on supply chain resilience and reconfiguration and to suggest future research directions. To the best of the authors’ knowledge, this is the first systematic mapping study conducted on supply chain resilience and reconfiguration literature. © 2021 Informa UK Limited, trading as Taylor & Francis Group.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102513540&doi=10.1080%2f13675567.2021.1893288&partnerID=40&md5=7415a0e2af05fe33e2fb3d4c8acc4a00,Scopus
10.1108/JEIM-04-2020-0166,2021,"Al Naimi M., Faisal M.N., Sobh R., Uddin S.M.F.",Antecedents and consequences of supply chain resilience and reconfiguration: an empirical study in an emerging economy,Journal of Enterprise Information Management,34,6,1722,1745,Emerging economy; Qatar; Supply chain reconfiguration; Supply chain resilience,6.0,"College of Business and Economics, Qatar University, Doha, Qatar; Department of Management and Marketing, College of Business and Economics, Qatar University, Doha, Qatar; Galgotias Institute of Management and Technology, Greater Noida, India","Purpose: The purpose of this paper is twofold: to investigate the antecedents of resilience and to highlight the importance of resilience in achieving reconfiguration in supply chains. Design/methodology/approach: This paper draws on literature on supply chain resilience and collects data from 253 companies in Qatar to understand the influence of the antecedents of supply chain resilience and the impact of resilience on reconfiguration using partial least squares structural equation modeling. Findings: The findings show that antecedents like risk management culture, agility and collaboration positively affect the supply chain resilience. Further, the study establishes that companies can leverage their supply chain resilience to reconfigure supply chain in case of disruptions. Practical implications: This study is important for supply chain managers in Qatar, as the country faced major disruption of supply chains in wake of the blockade imposed by its neighbors with which it had the only land route and maximum trade. The findings from this study should aid mangers in developing resilient supply chains. Originality/value: This paper highlights the role of supply chain resilience in achieving reconfiguration. Further, novelty of the work reported in this paper lies in its context where supply chains recently faced actual disruptions. © 2020, Emerald Publishing Limited.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096231781&doi=10.1108%2fJEIM-04-2020-0166&partnerID=40&md5=d8abd84b79cb01d97ac01c589771da10,Scopus
10.3390/en5125065,2012,"Alam M.B., Pulkki R., Shahi C., Upadhyay T.","Modeling woody biomass procurement for bioenergy production at the Atikokan Generating station in northwestern Ontario, Canada",Energies,5,12,5064,5085,Forest cells; Logistics cost; Optimization; Road network; Supply chain management,17.0,"Faculty of Natural Resources Management, Lakehead University, 955 Oliver Road, Thunder Bay, ON P7B 5E1, Canada; Department of Forest and Wood Science, Faculty of AgriSciences, Stellenbosch University, Matieland 7602, South Africa","Efficient procurement and utilization of woody biomass for bioenergy production requires a good understanding of biomass supply chains. In this paper, a dynamic optimization model has been developed and applied to estimate monthly supply and procurement costs of woody biomass required for the Atikokan Generating Station (AGS) in northwestern Ontario, based on its monthly electricity production schedule. The decision variables in the model are monthly harvest levels of two types of woody biomass, forest harvest residues and unutilized biomass, from 19,315 forest depletion cells (each 1 km2) for a one year planning horizon. Sixteen scenarios are tested to examine the sensitivity of the cost minimization model to changing economic and technological parameters. Reduction in moisture content and improvement of conversion efficiency showed relatively higher reductions in monthly and total costs of woody biomass feedstock for the AGS. The results of this study help in understanding and designing decision support systems for optimal biomass supply chains under dynamic operational frameworks. © 2012 by the authors.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872164569&doi=10.3390%2fen5125065&partnerID=40&md5=dee31fca41543c2487f1fe83d882b516,Scopus
10.3390/su14052837,2022,"Alarcon-Gerbier E., Chokparova Z., Ghondaghsaz N., Zhao W., Shahmoradi-Moghadam H., Aßmann U., Oruç O.",Software-Defined Mobile Supply Chains: Rebalancing Resilience and Efficiency in Production Systems,Sustainability (Switzerland),14,5,,,Adaptive manufacturing; Flexible supply chain; Mobile factory; Movable production unit; Shared factory,1.0,"Boysen-TU Dresden Research Training Group, Technische Universität Dresden, Dresden, 01187, Germany; Business Administration, esp. Industrial Management, Technische Universität Dresden, Dresden, 01069, Germany; Process Control Systems and Process Systems Engineering Group, Technische Universität Dresden, Dresden, 01069, Germany; Institute of Media and Communication Science, Technische Universität Dresden, Dresden, 01069, Germany; Software Technology, Institute for Software and Multimedia Technology, Technische Universität Dresden, Dresden, 01069, Germany; Transport Services and Logistics, Technische Universität Dresden, Dresden, 01069, Germany","The miniaturization and modularization of production capacity brings with it not only greater agility and efficiency, but also increased flexibility in the form of mobility. This flexibility allows production capacity to be moved when and where it is most needed, generating new business opportunities, e.g., allowing modular units to be rented, leased, or shared. This flexibility, however, requires information and control systems that ensure a correct and secure flow of information between different stakeholders of the supply chain. Based on this, the present article characterizes the concept of software-defined mobile supply chains, presenting its main requirements, opportunities, and limitations. In addition, we present two case studies in which the proposed concept is evaluated in order to demonstrate its applicability. Here, due to the new optimization problems that arise when considering mobile facilities, special interest is given to the planning and control of the required operations, as well as the difficulties associated with the exchange of physical and intellectual assets between different stakeholders. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125799952&doi=10.3390%2fsu14052837&partnerID=40&md5=3f222d4f8ae24cd8c177ad36921ccc70,Scopus
